id,img_url,name,gender,category,type,abilities,weakness,height,weight,attack,defense,hp,special_attack,special_defense,speed,version_x,version_y
11,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/011.png,Metapod,"male, female",Cocoon,Bug,Shed Skin,"Fire, Flying, Rock",71.12,9.81,2,4,3,2,2,2,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.","Even though it is encased in a sturdy shell, the body inside is tender. It can’t withstand a harsh attack."
12,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/012.png,Butterfree,"male, female",Butterfly,"Bug, Flying",Compound Eyes,"Fire, Electric, Ice, Flying, Rock,",109.22,31.73,3,3,4,6,5,5,It loves the nectar of flowers and can locate flower patches that have even tiny amounts of pollen.,It loves the nectar of flowers and can locate flower patches that have even tiny amounts of pollen.
13,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/013.png,Weedle,"male, female",Hairy Bug,"Bug, Poison",Shield Dust,"Fire, Flying, Psychic, Rock",30.48,3.19,3,2,3,2,2,3,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.
14,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/014.png,Kakuna,"male, female",Cocoon,"Bug, Poison",Shed Skin,"Fire, Flying, Psychic, Rock",60.96,9.9,2,3,3,2,2,3,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy.","Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
15,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/015.png,Beedrill,"male, female",Poison Bee,"Bug, Poison",Swarm,"Fire, Flying, Psychic, Rock",99.06,29.25,6,3,4,3,5,5,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
16,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/016.png,Pidgey,"male, female",Tiny Bird,"Normal, Flying","Keen Eye, Tangled Feet","Electric, Ice, Rock",30.48,1.8,3,3,3,3,3,4,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back.","Very docile. If attacked, it will often kick up sand to protect itself rather than fight back."
17,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/017.png,Pidgeotto,"male, female",Bird,"Normal, Flying","Keen Eye, Tangled Feet","Electric, Ice, Rock",109.22,29.75,4,4,4,3,3,5,This Pokémon is full of vitality. It constantly flies around its large territory in search of prey.,This Pokémon is full of vitality. It constantly flies around its large territory in search of prey.
18,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/018.png,Pidgeot,"male, female",Bird,"Normal, Flying","Keen Eye, Tangled Feet","Electric, Ice, Rock",149.86,39.2,5,5,5,5,5,6,"This Pokémon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons.","This Pokémon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons."
19,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/019.png,Rattata,"male, female",Mouse,Normal,"Run Away, Guts",Fighting,30.48,3.47,4,3,2,2,3,5,"Will chew on anything with its fangs. If you see one, you can be certain that 40 more live in the area.","Will chew on anything with its fangs. If you see one, you can be certain that 40 more live in the area."
20,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/020.png,Raticate,"male, female",Mouse,Normal,"Run Away, Guts",Fighting,71.12,18.36,5,4,4,3,5,6,"Its hind feet are webbed. They act as flippers, so it can swim in rivers and hunt for prey.","Its hind feet are webbed. They act as flippers, so it can swim in rivers and hunt for prey."
21,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/021.png,Spearow,"male, female",Tiny Bird,"Normal, Flying",Keen Eye,"Electric, Ice, Rock",30.48,1.98,4,2,3,2,2,5,"Inept at flying high. However, it can fly around very fast to protect its territory.","Inept at flying high. However, it can fly around very fast to protect its territory."
22,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/022.png,Fearow,"male, female",Beak,"Normal, Flying",Keen Eye,"Electric, Ice, Rock",119.38,37.71,6,4,4,4,4,6,"A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly.","A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly."
23,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/023.png,Ekans,"male, female",Snake,Poison,"Shed Skin, Intimidate","Ground, Psychic",200.66,6.84,4,3,3,3,4,4,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however.",A very common sight in grasslands and such. It flicks its tongue in and out to sense danger in its surroundings.
24,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/024.png,Arbok,"male, female",Cobra,Poison,"Shed Skin, Intimidate","Ground, Psychic",350.52,64.49,6,5,4,4,5,5,The pattern on its belly appears to be a frightening face. Weak foes will flee just at the sight of the pattern.,"This Pokémon is very tenacious. Once it targets its prey, it won’t give up the chase, no matter how far the prey goes."
25,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/025.png,Pikachu,"male, female",Mouse,Electric,Static,Ground,40.64,5.94,4,3,3,3,3,6,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.","When several of these Pokémon gather, their electricity can build and cause lightning storms."
26,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/026.png,Raichu,"male, female",Mouse,Electric,Static,Ground,78.74,29.75,6,4,4,6,5,7,"Its tail discharges electricity into the ground, protecting it from getting shocked.","If the electric pouches in its cheeks become fully charged, both ears will stand straight up."
27,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/027.png,Sandshrew,"male, female",Mouse,Ground,Sand Veil,"Water, Grass, Ice",60.96,11.93,5,5,3,2,2,3,"It digs deep burrows to live in. When in danger, it rolls up its body to withstand attacks.","No matter how high a place it falls from, this Pokémon can save itself by rolling into a ball and bouncing."
28,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/028.png,Sandslash,"male, female",Mouse,Ground,Sand Veil,"Water, Grass, Ice",99.06,29.25,6,7,5,3,4,4,It is adept at attacking with the spines on its back and its sharp claws while quickly scurrying about.,The spikes on its body are made up of its hardened hide. It rolls up and attacks foes with its spikes.
29,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/029.png,Nidoran♀,", female",Poison Pin,Poison,"Poison Point, Rivalry","Ground, Psychic",40.64,6.93,3,4,4,3,3,3,"Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators.",It uses its hard incisor teeth to crush and eat berries. The tip of a female Nidoran’s horn is a bit more rounded than the tip of a male’s horn.
30,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/030.png,Nidorina,", female",Poison Pin,Poison,"Poison Point, Rivalry","Ground, Psychic",78.74,19.84,4,4,5,4,4,4,The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.,"If the group is threatened, these Pokémon will band together to assault enemies with a chorus of ultrasonic waves."
31,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/031.png,Nidoqueen,", female",Drill,"Poison, Ground","Poison Point, Rivalry","Water, Ice, Ground, Psychic",129.54,59.53,6,6,6,5,5,5,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.",It pacifies offspring by placing them in the gaps between the spines on its back. The spines will never secrete poison while young are present.
32,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/032.png,Nidoran♂,male,Poison Pin,Poison,"Poison Point, Rivalry","Ground, Psychic",50.8,8.91,4,3,3,3,3,3,"The horn on a male Nidoran’s forehead contains a powerful poison. This is a very cautious Pokémon, always straining its large ears.","Small but brave, this Pokémon will hold its ground and even risk its life in battle to protect the female it’s friendly with."
33,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/033.png,Nidorino,male,Poison Pin,Poison,"Poison Point, Rivalry","Ground, Psychic",88.9,19.35,5,4,4,4,4,4,"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone.",It’s nervous and quick to act aggressively. The potency of its poison increases along with the level of adrenaline present in its body.
34,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/034.png,Nidoking,male,Drill,"Poison, Ground","Poison Point, Rivalry","Water, Ice, Ground, Psychic",139.7,61.51,6,5,5,5,5,5,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.","Nidoking prides itself on its strength. It’s forceful and spirited in battle, making use of its thick tail and diamond-crushing horn."
35,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/035.png,Clefairy,"male, female",Fairy,Fairy,"Cute Charm, Magic Guard","Poison, Steel",60.96,7.42,3,3,5,4,4,3,"On nights with a full moon, Clefairy gather from all over and dance. Bathing in moonlight makes them float.","On nights with a full moon, they gather together and dance. The surrounding area is enveloped in an abnormal magnetic field."
36,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/036.png,Clefable,"male, female",Fairy,Fairy,"Cute Charm, Magic Guard","Poison, Steel",129.54,39.69,5,5,6,6,6,4,"Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","It has an acute sense of hearing. It can easily hear a pin being dropped nearly 1,100 yards away."
37,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/037.png,Vulpix,"male, female",Fox,Fire,Flash Fire,"Water, Ground, Rock",60.96,9.81,3,3,3,3,4,4,"If it is attacked by an enemy that is stronger than itself, it feigns injury to fool the enemy and escapes.","As its body grows larger, its six warm tails become more beautiful, with a more luxurious coat of fur."
38,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/038.png,Ninetales,"male, female",Fox,Fire,Flash Fire,"Water, Ground, Rock",109.22,19.75,5,5,5,5,6,6,Some legends claim that each of its nine tails has its own unique type of special mystical power.,"It has nine long tails and fur that gleams gold. It is said to live for 1,000 years."
39,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/039.png,Jigglypuff,"male, female",Balloon,"Normal, Fairy","Cute Charm, Competitive","Poison, Steel",50.8,5.45,3,2,7,3,2,2,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.","If it inflates to sing a lullaby, it can perform longer and cause sure drowsiness in its audience."
40,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/040.png,Wigglytuff,"male, female",Balloon,"Normal, Fairy","Cute Charm, Competitive","Poison, Steel",99.06,11.93,5,3,9,5,3,3,"It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can’t stop touching it."
41,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/041.png,Zubat,"male, female",Bat,"Poison, Flying",Inner Focus,"Electric, Ice, Psychic, Rock",78.74,7.42,3,3,3,2,3,4,"It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill.","Zubat live in caves, down where the sun’s light won’t reach. In the morning, they gather together to keep each other warm as they sleep."
42,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/042.png,Golbat,"male, female",Bat,"Poison, Flying",Inner Focus,"Electric, Ice, Psychic, Rock",160.02,54.59,5,5,5,4,5,6,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.","Its feet are tiny, but this Pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood."
43,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/043.png,Oddish,"male, female",Weed,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",50.8,5.36,3,4,3,5,4,2,"Its scientific name is Oddium wanderus. It is said to cover distances as far as 1,000 feet when night falls, walking on its two roots.","When it is woken by moonlight, it wanders about. But during the day, it stays still underground."
44,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/044.png,Gloom,"male, female",Weed,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",78.74,8.55,4,5,4,5,5,3,The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey.,"It secretes a sticky, drool-like nectar. Though sweet, it smells too repulsive to get very close."
45,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/045.png,Vileplume,"male, female",Flower,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",119.38,18.45,5,5,5,7,6,3,"The bud bursts into bloom with a bang. It then starts scattering allergenic, poisonous pollen.","It fiendishly scatters allergenic pollen from its petals, which are the largest in the world."
46,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/046.png,Paras,"male, female",Mushroom,"Bug, Grass","Effect Spore, Dry Skin","Fire, , Ice, Poison, Flying, , Bug, Rock",30.48,5.36,5,4,3,3,4,2,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.
47,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/047.png,Parasect,"male, female",Mushroom,"Bug, Grass","Effect Spore, Dry Skin","Fire, , Ice, Poison, Flying, , Bug, Rock",99.06,29.25,6,5,4,4,5,2,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.
48,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/048.png,Venonat,"male, female",Insect,"Bug, Poison","Compound Eyes, Tinted Lens","Fire, Flying, Psychic, Rock",99.06,29.75,4,3,4,3,4,3,Poison oozes from all over its body. It catches small bug Pokémon at night that are attracted by light.,"Its eyes act as radar, enabling it to be active in darkness. The eyes can also shoot powerful beams."
49,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/049.png,Venomoth,"male, female",Poison Moth,"Bug, Poison","Shield Dust, Tinted Lens","Fire, Flying, Psychic, Rock",149.86,12.42,4,4,5,6,5,6,"The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust.","When it attacks, it flaps its large wings violently to scatter its poisonous powder all around."
50,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/050.png,Diglett,"male, female",Mole,Ground,"Sand Veil, Arena Trap","Water, Grass, Ice",20.32,0.81,4,2,1,3,3,6,"It lives about one yard underground, where it feeds on plant roots. It sometimes appears aboveground.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak."
51,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/051.png,Dugtrio,"male, female",Mole,Ground,"Sand Veil, Arena Trap","Water, Grass, Ice",71.12,33.03,6,3,3,3,5,8,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
52,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/052.png,Meowth,"male, female",Scratch Cat,Normal,"Pickup, Technician",Fighting,40.64,4.19,3,3,3,3,3,6,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines, too."
53,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/053.png,Persian,"male, female",Classy Cat,Normal,"Technician, Limber",Fighting,99.06,31.73,5,4,4,4,4,7,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",It has a vicious temperament. Beware if it raises its tail straight up. This is a signal that it is about to pounce and bite.
54,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/054.png,Psyduck,"male, female",Duck,Water,"Damp, Cloud Nine","Grass, Electric",78.74,19.44,4,3,3,4,3,4,"It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers.","If its chronic headache peaks, it may exhibit odd powers. It seems unable to recall such an episode."
55,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/055.png,Golduck,"male, female",Duck,Water,"Damp, Cloud Nine","Grass, Electric",170.18,76.01,5,5,5,6,5,5,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.","It swims gracefully along on the quiet, slow-moving rivers and lakes of which it is so fond."
56,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/056.png,Mankey,"male, female",Pig Monkey,Fighting,"Vital Spirit, Anger Point","Flying, Psychic, Fairy",50.8,27.77,5,3,3,3,3,5,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It is extremely quick to anger. It could be docile one moment, then thrashing away the next instant."
57,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/057.png,Primeape,"male, female",Pig Monkey,Fighting,"Vital Spirit, Anger Point","Flying, Psychic, Fairy",99.06,31.73,7,4,4,4,5,6,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,Some researchers theorize that Primeape remains angry even when inside a Poké Ball.
58,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/058.png,Growlithe,"male, female",Puppy,Fire,"Intimidate, Flash Fire","Water, Ground, Rock",71.12,18.86,5,3,4,5,3,4,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,It’s very friendly and faithful to people. It will try to repel enemies by barking and biting.
59,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/059.png,Arcanine,"male, female",Legendary,Fire,"Intimidate, Flash Fire","Water, Ground, Rock",190.5,153.76,7,5,6,6,5,6,An ancient picture scroll shows that people were captivated by its movement as it ran through prairies.,Its magnificent bark conveys a sense of majesty. Anyone hearing it can’t help but grovel before it.
60,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/060.png,Poliwag,"male, female",Tadpole,Water,"Damp, Water Absorb","Grass, Electric",60.96,12.29,3,3,3,3,3,6,The swirl on its belly is its insides showing through the skin. It appears more clearly after Poliwag eats.,"Its legs are newly grown, and it can’t walk very well. It seems to prefer swimming through the water instead."
61,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/061.png,Poliwhirl,"male, female",Tadpole,Water,"Damp, Water Absorb","Grass, Electric",99.06,19.84,4,4,4,3,3,6,"Its two legs are well developed. Even though it can live on the ground, it prefers living in water.",Its skin is moist all over its body. The skin on its belly spiral also feels smooth.
62,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/062.png,Poliwrath,"male, female",Tadpole,"Water, Fighting","Damp, Water Absorb","Grass, Electric, Flying, Psychic, Fairy",129.54,53.55,6,6,6,5,6,5,"Although it’s skilled in a style of dynamic swimming that uses all its muscles, for some reason it lives on dry land.",It can use its well-developed arms and legs to run on the surface of the water for a split second.
63,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/063.png,Abra,"male, female",Psi,Psychic,"Inner Focus, Synchronize","Bug, Ghost, Dark",88.9,19.35,2,1,2,7,4,6,This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields.,"Abra can teleport in its sleep. Apparently the more deeply Abra sleeps, the farther its teleportations go."
64,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/064.png,Kadabra,"male, female",Psi,Psychic,"Inner Focus, Synchronize","Bug, Ghost, Dark",129.54,56.07,3,2,3,8,5,7,"Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.","This Pokémon’s telekinesis is immensely powerful. To prepare for evolution, Kadabra stores up psychic energy in the star on its forehead."
65,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/065.png,Alakazam,"male, female",Psi,Psychic,"Inner Focus, Synchronize","Bug, Ghost, Dark",149.86,47.61,3,3,4,8,6,8,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",Alakazam wields potent psychic powers. It’s said that this Pokémon used these powers to create the spoons it holds.
66,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/066.png,Machop,"male, female",Superpower,Fighting,"Guts, No Guard","Flying, Psychic, Fairy",78.74,19.35,5,3,5,3,3,3,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.","Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger."
67,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/067.png,Machoke,"male, female",Superpower,Fighting,"Guts, No Guard","Flying, Psychic, Fairy",149.86,69.93,6,5,5,3,4,3,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.
68,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/068.png,Machamp,"male, female",Superpower,Fighting,"Guts, No Guard","Flying, Psychic, Fairy",160.02,128.97,8,5,6,4,5,4,"It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds.","It can knock a train flying with a punch. However, it is terrible at delicate work using its fingers."
69,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/069.png,Bellsprout,"male, female",Flower,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",71.12,3.96,5,3,3,5,2,3,"No matter what Bellsprout is doing, if it detects movement nearby, it will immediately react by reaching out with its thin vines.","It plants its feet deep underground to rehydrate itself. While doing so, it’s unable to run away if it’s attacked."
70,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/070.png,Weepinbell,"male, female",Flycatcher,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",99.06,6.34,6,3,4,5,3,4,"Even though it is filled with acid, it does not melt because it also oozes a protective fluid.",The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.
71,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/071.png,Victreebel,"male, female",Flycatcher,"Grass, Poison",Chlorophyll,"Fire, Ice, Flying, Psychic",170.18,15.39,7,4,5,6,5,5,It lures prey into its mouth with a nectar-like aroma. The helpless prey is melted with a dissolving fluid.,"After dissolving many prey, this Pokémon’s acid becomes sweeter. This makes it even easier to attract more prey."
72,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/072.png,Tentacool,"male, female",Jellyfish,"Water, Poison","Clear Body, Liquid Ooze","Electric, Ground, Psychic",88.9,45.13,3,3,3,3,6,5,"When the tide goes out, dehydrated Tentacool can be found left behind on the shore.","Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light."
73,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/073.png,Tentacruel,"male, female",Jellyfish,"Water, Poison","Clear Body, Liquid Ooze","Electric, Ground, Psychic",160.02,54.59,5,4,5,5,8,6,"On the rare occasions that large outbreaks of Tentacruel occur, all fish Pokémon disappear from the surrounding sea.","In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net."
74,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/074.png,Geodude,"male, female",Rock,"Rock, Ground","Rock Head, Sturdy","Water, , Grass, , Ice, Fighting, Ground, Steel",40.64,19.84,5,6,3,2,2,2,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.","Most people may not notice, but a closer look should reveal that there are many Geodude around."
75,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/075.png,Graveler,"male, female",Rock,"Rock, Ground","Rock Head, Sturdy","Water, , Grass, , Ice, Fighting, Ground, Steel",99.06,104.17,6,7,4,3,3,3,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.","Moss-covered rocks are Graveler’s favorite food. It consumes over a ton of them a day, crunching loudly while it eats."
76,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/076.png,Golem,"male, female",Megaton,"Rock, Ground","Rock Head, Sturdy","Water, , Grass, , Ice, Fighting, Ground, Steel",139.7,297.63,8,8,5,4,4,3,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.,"It deliberately blows itself up, then uses this explosive force to jump from mountain to mountain."
